Player,Season - Club played for,Competition name,Value currency (million),Market value,Current club (20/21 season),Player nationality,Player age,Position,games_appearances,mins_played,goals,goal_assist,Average of Attempts per 90 mins weighted by mins_played per _Season - Club - Competition,total_scoring_att,Average of Attempts on target weighted by mins_played per _Season - Club - Competition,Average of Conversion rate weighted by total_scoring_att per _Season - Club - Competition,Big chances missed,Average of Minute per goal weighted by goals per _Season - Club - Competition,Average of Minute per assist weighted by goals per _Season - Club - Competition,Average of Minute per goal or assist weighted by goals per _Season - Club - Competition,Dribbles per 90 minutes weighted by mins_played per _Season - Club - Competition,Offsides per 90 mins weighted by mins_played per _Season - Club - Competition,Was fouled per 90 mins weighted by mins_played per _Season - Club - Competition,att_pen_goal,Penalties missed,Average of Penalty conversion rate weighted by mins_played per _Season - Club - Competition
Mikel Oyarzabal,2018/2019 - Real Sociedad,Spanish La Liga,€,65,Real Sociedad de Fútbol,Spain,"23,82",LW,37,3159,13,2,1.8803418803418803,66,"42,4%","19,7%",8,243,1580,211,1.3675213675213675,0.31339031339031337,1.0826210826210825,3,,"100,0%"
Neymar,2016/2017 - Barcelona,Spanish La Liga,€,115,Paris Saint-Germain FC,Brazil,"29,03",LW,30,2652,13,11,3.563348416289593,105,"40,0%","12,4%",12,204,241,111,5.701357466063348,0.746606334841629,4.276018099547511,1,,"100,0%"
Neymar,2019/2020 - Paris Saint-Germain,French Ligue 1,€,115,Paris Saint-Germain FC,Brazil,"29,03",LW,15,1320,13,6,4.840909090909091,71,"52,1%","18,3%",15,102,220,69,6.136363636363636,0.06818181818181818,4.227272727272727,4,1,"80,0%"
Nicolas Pépé,2017/2018 - Lille,French Ligue 1,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,36,2844,13,4,2.0569620253164556,65,"43,1%","20,0%",7,219,711,167,2.310126582278481,0.8227848101265823,2.5632911392405062,1,,"100,0%"
Paul Pogba,2018/2019 - Manchester United,English Premier League,€,49.6,Manchester United FC,France,"27,92",CM,35,3009,13,9,3.140578265204387,105,"47,6%","12,4%",7,231,334,137,1.7946161515453638,0.14955134596211367,2.0638085742771684,7,3,"70,0%"
Philippe Coutinho,2016/2017 - Liverpool,English Premier League,€,47.7,FC Barcelona,Brazil,"28,68",AM,31,2243,13,7,4.2532322781988405,106,"35,8%","12,3%",4,173,320,112,2.808738296923763,0.16049933125278645,1.4444939812750779,,,
Pierre-Emerick Aubameyang,2017/2018 - Borussia Dortmund,German Bundesliga,€,39.5,Arsenal FC,Gabon,"31,66",FW,16,1417,13,3,3.6838390966831334,58,"46,6%","22,4%",19,109,472,89,0.3175723359209598,0.8892025405786874,0.5081157374735357,3,1,"75,0%"
Raúl Jiménez,2018/2019 - Wolverhampton Wanderers,English Premier League,€,45.5,Wolverhampton Wanderers FC,Mexico,"29,78",FW,38,3122,13,7,3.1998718770019217,111,"31,5%","11,7%",10,240,446,156,0.9801409352978859,0.9513132607303011,1.0954516335682254,2,,"100,0%"
Richarlison,2018/2019 - Everton,English Premier League,€,59.7,Everton FC,Brazil,"23,76",FW,35,2678,13,1,2.789395070948469,83,"34,9%","15,7%",8,206,2678,191,1.2770724421209858,0.5713218820014937,2.453323375653473,,,
Richarlison,2019/2020 - Everton,English Premier League,€,59.7,Everton FC,Brazil,"23,76",FW,36,3081,13,3,2.629016553067186,90,"35,6%","14,4%",5,237,1027,193,1.7818889970788705,0.49659201557935745,2.103213242453749,,,
Sadio Mané,2016/2017 - Liverpool,English Premier League,€,110,Liverpool FC,Senegal,"28,85",LW,27,2240,13,5,2.2901785714285716,57,"42,1%","22,8%",3,172,448,124,2.732142857142857,0.5223214285714286,2.2098214285714284,,,
Timo Werner,2017/2018 - RB Leipzig,German Bundesliga,€,88.2,Chelsea FC,Germany,"24,94",FW,32,2491,13,7,3.432356483340024,95,"46,3%","13,7%",14,192,356,125,0.9032517061421116,1.3729425933360098,0.9032517061421116,2,,"100,0%"
Victor Osimhen,2019/2020 - Lille,French Ligue 1,€,50,SSC Napoli,Nigeria,"22,13",FW,27,2289,13,4,3.381389252948886,86,"40,7%","15,1%",14,176,572,135,0.5897771952817824,1.2975098296199215,1.5727391874180865,2,1,"66,7%"
Youri Tielemans,2016/2017 - RSC Anderlecht,Belgian Jupiler Pro League,€,50.7,Leicester City FC,Belgium,"23,77",CM,37,3045,13,13,1.6847290640394093,57,"47,4%","22,8%",6,234,234,117,0.7093596059113298,0.029556650246305417,1.270935960591133,5,2,"71,4%"
Álvaro Morata,2019/2020 - Atlético de Madrid,Spanish La Liga,€,55.9,Juventus FC,Spain,"28,31",FW,34,2103,12,2,2.9529243937232525,69,"44,9%","17,4%",18,175,1052,150,0.8131241084165477,1.5834522111269616,2.524964336661912,2,1,"66,7%"
Cristiano Ronaldo,2016/2017 - Real Madrid,UEFA Champions League,€,63.9,Juventus FC,Portugal,"36,03",LW,13,1200,12,5,5.4750000000000005,73,"37,0%","16,4%",6,100,240,71,1.125,1.125,1.95,,,
Eden Hazard,2017/2018 - Chelsea,English Premier League,€,50.2,Real Madrid CF,Belgium,"30,11",LW,34,2432,12,4,2.627467105263158,71,"52,1%","16,9%",5,203,608,152,6.106085526315789,0.5921052631578947,3.0345394736842106,2,,"100,0%"
Gabriel Jesus,2016/2017 - Palmeiras,Brazilian Serie A,€,73.1,Manchester City FC,Brazil,"23,87",FW,27,2319,12,5,2.9107373868046573,75,"48,0%","16,0%",9,193,464,136,1.3195342820181113,1.125485122897801,3.415265200517464,,,
Hans Vanaken,2017/2018 - Club Brugge,Belgian Jupiler Pro League,€,16.6,Club Brugge,Belgium,"28,48",AM,39,3215,12,10,1.9595645412130638,70,"41,4%","17,1%",4,268,322,146,1.2037325038880249,,1.483670295489891,2,,"100,0%"
Heung-min Son,2017/2018 - Tottenham Hotspur,English Premier League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,37,2309,12,6,2.9233434387180597,75,"44,0%","16,0%",8,192,385,128,2.260718925941966,0.9744478129060199,1.0134257254222607,,,
Heung-min Son,2018/2019 - Tottenham Hotspur,English Premier League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,31,2045,12,6,3.2567237163814178,74,"39,2%","16,2%",5,170,341,114,2.1124694376528117,0.9682151589242054,0.8361858190709046,,,
Jadon Sancho,2018/2019 - Borussia Dortmund,German Bundesliga,€,117.6,Borussia Dortmund,England,"20,89",RW,34,2459,12,14,1.464009760065067,40,"55,0%","30,0%",3,205,176,95,4.135827572183815,0.1464009760065067,1.354209028060187,,,
Kai Havertz,2019/2020 - Bayer 04 Leverkusen,German Bundesliga,€,90,Chelsea FC,Germany,"21,68",AM,30,2462,12,6,2.156783103168156,59,"44,1%","20,3%",8,205,410,137,2.083671811535337,0.4386677497969131,1.206336311941511,1,,"100,0%"
Lionel Messi,2018/2019 - Barcelona,UEFA Champions League,€,74.5,FC Barcelona,Argentina,"33,64",RW,10,837,12,3,5.806451612903226,54,"48,1%","22,2%",3,70,279,56,3.763440860215054,0.1075268817204301,2.1505376344086025,1,,"100,0%"
Mauro Icardi,2019/2020 - Paris Saint-Germain,French Ligue 1,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,20,1268,12,2,2.555205047318612,36,"55,6%","33,3%",10,106,634,91,0.42586750788643535,0.8517350157728707,0.638801261829653,,,
Mikel Oyarzabal,2017/2018 - Real Sociedad,Spanish La Liga,€,65,Real Sociedad de Fútbol,Spain,"23,82",LW,35,2779,12,5,2.1050737675422817,65,"49,2%","18,5%",8,232,556,163,1.263044260525369,0.5505577545879813,1.4897445124145376,,,
Riyad Mahrez,2017/2018 - Leicester City,English Premier League,€,51.5,Manchester City FC,Algeria,"29,98",RW,36,2960,12,10,2.2195945945945947,73,"49,3%","16,4%",5,247,296,135,2.462837837837838,0.30405405405405406,1.7635135135135136,,,
Robert Lewandowski,2020/2021 - FC Bayern München,German Bundesliga,€,73.8,FC Bayern München,Poland,"32,48",FW,9,727,12,4,4.580467675378267,37,"51,4%","32,4%",7,61,182,45,0.4951856946354883,0.8665749656121046,0.7427785419532323,2,0,"100,0%"
Roberto Firmino,2018/2019 - Liverpool,English Premier League,€,63.7,Liverpool FC,Brazil,"29,37",FW,34,2617,12,6,2.5792892625143296,75,"46,7%","16,0%",9,218,436,145,1.6851356515093623,0.2407336645013374,0.3439052350019106,1,,"100,0%"
Romelu Lukaku,2018/2019 - Manchester United,English Premier League,€,104.6,FC Internazionale Milano,Belgium,"27,76",FW,32,2130,12,,2.323943661971831,55,"58,2%","21,8%",15,178,,178,0.8873239436619719,0.971830985915493,0.1267605633802817,,,
Santos Borré,2019/2020 - River Plate,Argentina Superliga,€,8.5,River Plate,Colombia,"25,42",FW,20,1372,12,1,2.6239067055393583,40,"57,5%","30,0%",11,114,1372,106,0.7215743440233237,1.771137026239067,1.1151603498542275,1,2,"33,3%"
Serge Gnabry,2019/2020 - FC Bayern München,German Bundesliga,€,95,FC Bayern München,Germany,"25,59",RW,31,2202,12,10,3.88283378746594,95,"43,2%","12,6%",19,184,220,100,2.2479564032697548,0.6539509536784741,0.9809264305177112,,,
Sergej Milinkovic-Savic,2017/2018 - Lazio,Italian Serie A,€,65,SS Lazio,Serbia,"25,97",CM,35,2850,12,3,2.873684210526316,91,"38,5%","13,2%",3,238,950,190,1.736842105263158,0.28421052631578947,1.6421052631578945,,,
Victor Osimhen,2018/2019 - Sporting de Charleroi,Belgian Jupiler Pro League,€,50,SSC Napoli,Nigeria,"22,13",FW,25,2026,12,3,3.9091806515301086,88,"48,9%","13,6%",10,169,675,135,1.0217176702862785,1.1105626850937809,2.3543928923988156,1,,"100,0%"
Vincent Aboubakar,2016/2017 - Besiktas,Turkish Super Lig,€,8.2,Besiktas JK,Cameroon,"29,06",FW,27,1583,12,4,3.809222994314593,67,"43,3%","17,9%",11,132,396,99,1.3644977890082122,0.4548325963360707,1.421351863550221,,,
Álvaro Morata,2017/2018 - Chelsea,English Premier League,€,55.9,Juventus FC,Spain,"28,31",FW,31,2067,11,6,3.4397677793904213,79,"43,0%","13,9%",17,188,345,122,1.3933236574746009,1.262699564586357,1.915820029027576,,,
Bruno Fernandes,2017/2018 - Sporting CP,Portuguese Primeira Liga,€,107.4,Manchester United FC,Portugal,"26,44",AM,33,2804,11,8,2.920827389443652,91,"38,5%","12,1%",4,255,351,148,1.412268188302425,0.38516405135520687,2.2146932952924394,2,,"100,0%"
Dominic Calvert-Lewin,2020/2021 - Everton,English Premier League,€,60.1,Everton FC,England,"23,91",FW,11,970,11,0,3.3402061855670104,36,"58,3%","30,6%",5,88,,88,0.5567010309278351,0.6494845360824743,1.4845360824742269,0,0,"0,0%"
Donyell Malen,2019/2020 - PSV,Dutch Eredivisie,€,37.7,PSV Eindhoven,Netherlands,"22,07",FW,14,1190,11,2,4.46218487394958,59,"54,2%","18,6%",9,108,595,92,1.2857142857142856,0.5294117647058824,1.2100840336134455,2,,"100,0%"
Dusan Tadic,2019/2020 - Ajax,Dutch Eredivisie,€,21.7,AFC Ajax,Serbia,"32,24",LW,25,2172,11,14,2.6104972375690605,63,"41,3%","17,5%",13,197,155,87,1.2845303867403315,0.3729281767955801,0.8701657458563535,3,,"100,0%"
Éverton,2019/2020 - Grêmio,Brazilian Serie A,€,31.5,SL Benfica,Brazil,"24,90",LW,30,2276,11,5,3.2820738137082603,83,"38,6%","13,3%",8,207,455,142,3.677504393673111,0.07908611599297012,1.384007029876977,1,,"100,0%"
Heung-min Son,2019/2020 - Tottenham Hotspur,English Premier League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,30,2485,11,10,2.9336016096579476,81,"46,9%","13,6%",6,226,249,118,2.245472837022133,0.6156941649899397,0.9778672032193159,,1,
Lionel Messi,2016/2017 - Barcelona,UEFA Champions League,€,74.5,FC Barcelona,Argentina,"33,64",RW,9,810,11,2,4.222222222222222,38,"42,1%","28,9%",2,74,405,62,3.1111111111111107,0.2222222222222222,2.2222222222222223,2,,"100,0%"
Mauro Icardi,2018/2019 - Internazionale,Italian Serie A,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,29,2269,11,4,2.895548699867783,73,"41,1%","15,1%",16,206,567,151,0.35698545614808286,0.7536359629792861,0.7139709122961657,5,1,"83,3%"
Paulo Dybala,2016/2017 - Juventus,Italian Serie A,€,61.6,Juventus FC,Argentina,"27,25",FW,31,2153,11,7,3.7203901532745007,89,"36,0%","12,4%",4,196,308,120,2.800743149094287,0.501625638643753,2.1737111007895957,3,,"100,0%"
Paulo Dybala,2019/2020 - Juventus,Italian Serie A,€,61.6,Juventus FC,Argentina,"27,25",FW,33,2165,11,6,4.157043879907621,100,"36,0%","11,0%",8,197,361,127,2.7020785219399537,0.24942263279445728,2.2448036951501154,1,,"100,0%"
Riyad Mahrez,2019/2020 - Manchester City,English Premier League,€,51.5,Manchester City FC,Algeria,"29,98",RW,33,1940,11,9,3.43298969072165,74,"43,2%","14,9%",5,176,216,97,2.4123711340206184,0.6030927835051546,1.3453608247422681,1,,"100,0%"
Roberto Firmino,2016/2017 - Liverpool,English Premier League,€,63.7,Liverpool FC,Brazil,"29,37",FW,35,3068,11,7,2.9335071707953064,100,"45,0%","11,0%",8,279,438,170,2.0241199478487615,0.5573663624511082,0.909387222946545,,,
Serge Gnabry,2016/2017 - SV Werder Bremen,German Bundesliga,€,95,FC Bayern München,Germany,"25,59",RW,27,1970,11,1,2.8324873096446703,62,"33,9%","17,7%",3,179,1970,164,1.9644670050761421,0.41116751269035534,1.2791878172588833,1,,"100,0%"
Teun Koopmeiners,2019/2020 - AZ,Dutch Eredivisie,€,22.9,AZ Alkmaar,Netherlands,"22,96",DM,25,2217,11,2,1.4208389715832206,35,"51,4%","31,4%",1,202,1109,171,1.1772665764546684,,0.8525033829499323,9,1,"90,0%"
Anthony Martial,2018/2019 - Manchester United,English Premier League,€,75.4,Manchester United FC,France,"25,20",FW,27,1624,10,2,2.1613300492610836,39,"59,0%","25,6%",5,162,812,135,1.7733990147783252,0.33251231527093594,1.5517241379310345,1,,"100,0%"
Dejan Kulusevski,2019/2020 - Parma,Italian Serie A,€,57,Juventus FC,Sweden,"20,81",RW,36,2937,10,8,1.8998978549540346,62,"41,9%","16,1%",2,294,367,163,2.3289070480081717,0.18386108273748722,1.1644535240040859,1,,"100,0%"
Donny van de Beek,2017/2018 - Ajax,Dutch Eredivisie,€,47.5,Manchester United FC,Netherlands,"23,83",CM,33,2764,10,6,2.246743849493488,69,"37,7%","14,5%",8,276,461,173,1.4652677279305353,0.13024602026049203,0.9117221418234442,,,
Donyell Malen,2018/2019 - PSV,Dutch Eredivisie,€,37.7,PSV Eindhoven,Netherlands,"22,07",FW,31,968,10,4,3.6260330578512394,39,"53,8%","25,6%",3,97,242,69,3.2541322314049586,0.09297520661157024,1.487603305785124,,,
Erling Haaland,2020/2021 - Borussia Dortmund,German Bundesliga,€,110,Borussia Dortmund,Norway,"20,57",FW,8,651,10,2,4.147465437788019,30,"46,7%","33,3%",5,65,326,54,1.1059907834101383,0.6912442396313364,0.5529953917050692,1,0,"100,0%"
Éverton,2018/2019 - Grêmio,Brazilian Serie A,€,31.5,SL Benfica,Brazil,"24,90",LW,27,2131,10,3,3.716564992961051,88,"44,3%","11,4%",13,213,710,164,3.8854997653683716,0.29563585171281087,1.9427498826841858,,,
Federico Chiesa,2019/2020 - Fiorentina,Italian Serie A,€,54.6,Juventus FC,Italy,"23,31",RW,34,2646,10,6,3.7755102040816335,111,"40,5%","9,0%",12,265,441,165,1.7687074829931977,0.23809523809523808,1.5986394557823125,1,1,"50,0%"
Heung-min Son,2020/2021 - Tottenham Hotspur,English Premier League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,11,909,10,3,2.0792079207920793,21,"61,9%","47,6%",3,91,303,70,0.792079207920792,0.4950495049504951,1.485148514851485,0,0,"0,0%"
Kylian Mbappé,2020/2021 - Paris Saint-Germain,French Ligue 1,€,185,Paris Saint-Germain FC,France,"22,15",LW,9,606,10,4,5.0495049504950495,34,"61,8%","29,4%",4,61,152,43,4.455445544554456,0.8910891089108911,1.3366336633663365,3,0,"100,0%"
Leroy Sané,2017/2018 - Manchester City,English Premier League,€,75.8,FC Bayern München,Germany,"25,10",LW,32,2422,10,15,2.1180842279108174,57,"35,1%","17,5%",6,242,161,97,3.1585466556564823,0.26011560693641617,1.0033030553261768,,,
Leroy Sané,2018/2019 - Manchester City,English Premier League,€,75.8,FC Bayern München,Germany,"25,10",LW,31,1867,10,10,2.699517943224424,56,"42,9%","17,9%",5,187,187,93,2.6513122656668453,0.8677021960364221,0.674879485806106,,,
Marcus Rashford,2018/2019 - Manchester United,English Premier League,€,115,Manchester United FC,England,"23,29",LW,33,2342,10,6,3.2280102476515795,84,"47,6%","11,9%",16,234,390,146,1.6140051238257898,0.5764304013663536,1.9982920580700256,,,
Marcus Thuram,2019/2020 - Borussia Mönchengladbach,German Bundesliga,€,41.5,Borussia VfL Mönchengladbach,France,"23,53",LW,31,2216,10,8,2.2743682310469313,56,"67,9%","17,9%",8,222,277,123,2.558664259927798,0.8122743682310469,2.4774368231046933,,,
Mason Greenwood,2019/2020 - Manchester United,English Premier League,€,57.6,Manchester United FC,England,"19,37",RW,31,1312,10,1,2.6753048780487805,39,"51,3%","25,6%",2,131,1312,119,1.440548780487805,0.20579268292682926,0.5487804878048781,,,
Mbwana Samatta,2016/2017 - KRC Genk,Belgian Jupiler Pro League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,27,1676,10,2,2.5775656324582337,48,"47,9%","20,8%",5,168,838,140,0.9665871121718377,0.4295942720763724,1.9868735083532219,,,
Mikel Oyarzabal,2019/2020 - Real Sociedad,Spanish La Liga,€,65,Real Sociedad de Fútbol,Spain,"23,82",LW,37,3063,10,11,1.821743388834476,62,"35,5%","16,1%",4,306,278,146,1.9686581782566113,0.4701273261508325,1.6160626836434864,4,,"100,0%"
Mohamed Salah,2017/2018 - Liverpool,UEFA Champions League,€,115,Liverpool FC,Egypt,"28,67",RW,13,929,10,4,4.165769644779332,43,"53,5%","23,3%",3,93,232,66,2.71259418729817,0.77502691065662,0.9687836383207751,,,
Pedro Gonçalves,2020/2021 - Sporting CP,Portuguese Primeira Liga,€,21.9,Sporting Clube de Portugal,Portugal,"22,63",CM,8,683,10,1,3.0307467057101025,23,"65,2%","43,5%",2,68,683,62,1.7130307467057102,0.3953147877013177,1.3177159590043925,0,0,"0,0%"
Pedro Guilherme Abreu dos Santos,2018/2019 - Fluminense,Brazilian Serie A,€,15.2,CR Flamengo,Brazil,"23,65",FW,19,1600,10,2,3.1500000000000004,56,"33,9%","17,9%",5,160,800,133,1.6875,0.225,2.30625,,,
Pedro Guilherme Abreu dos Santos,2020/2021 - Flamengo,Brazilian Serie A,€,15.2,CR Flamengo,Brazil,"23,65",FW,19,1177,10,0,3.5938827527612576,47,"57,4%","21,3%",8,118,,118,0.7646559048428208,0.3058623619371283,1.6057774001699234,0,1,"0,0%"
Pierre-Emerick Aubameyang,2017/2018 - Arsenal,English Premier League,€,39.5,Arsenal FC,Gabon,"31,66",FW,13,1058,10,4,2.6370510396975426,31,"61,3%","32,3%",6,106,265,76,0.9357277882797732,0.8506616257088847,0.6805293005671078,1,1,"50,0%"
Roberto Firmino,2017/2018 - Liverpool,UEFA Champions League,€,63.7,Liverpool FC,Brazil,"29,37",FW,13,1055,10,7,3.5829383886255926,42,"42,9%","23,8%",5,106,151,62,1.962085308056872,0.2559241706161137,0.8530805687203792,,1,
Roman Yaremchuk,2019/2020 - KAA Gent,Belgian Jupiler Pro League,€,13.3,KAA Gent,Ukraine,"25,22",FW,18,1510,10,1,2.7417218543046356,46,"50,0%","21,7%",6,151,1510,137,0.4768211920529801,0.7152317880794702,1.2516556291390728,2,1,"66,7%"
Sadio Mané,2017/2018 - Liverpool,English Premier League,€,110,Liverpool FC,Senegal,"28,85",LW,29,2206,10,7,2.8558476881233004,70,"37,1%","14,3%",12,221,315,130,2.2438803263825933,0.48957388939256574,2.0398912058023573,,,
Sadio Mané,2017/2018 - Liverpool,UEFA Champions League,€,110,Liverpool FC,Senegal,"28,85",LW,11,940,10,1,2.9680851063829787,31,"51,6%","32,3%",4,94,940,85,3.6382978723404262,0.9574468085106381,2.0106382978723407,,,
Serge Gnabry,2017/2018 - TSG 1899 Hoffenheim,German Bundesliga,€,95,FC Bayern München,Germany,"25,59",RW,22,1507,10,5,2.926343729263437,49,"49,0%","20,4%",3,151,301,100,2.687458526874585,0.7166556071665562,0.9555408095554081,,1,
Serge Gnabry,2018/2019 - FC Bayern München,German Bundesliga,€,95,FC Bayern München,Germany,"25,59",RW,30,1774,10,5,3.3483652762119505,66,"48,5%","15,2%",8,177,355,118,2.5366403607666284,0.6087936865839908,0.7609921082299886,,,
Theo Bongonda,2020/2021 - KRC Genk,Belgian Jupiler Pro League,€,11,KRC Genk,Belgium,"25,24",LW,11,920,10,1,3.8152173913043477,39,"53,8%","25,6%",2,92,920,84,1.8586956521739129,0.1956521739130435,2.8369565217391304,1,0,"100,0%"
Thorgan Hazard,2017/2018 - Borussia Mönchengladbach,German Bundesliga,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,34,2946,10,5,2.6578411405295315,87,"37,9%","11,5%",12,295,589,196,1.5885947046843176,0.6415478615071284,1.680244399185336,5,1,"83,3%"
Thorgan Hazard,2018/2019 - Borussia Mönchengladbach,German Bundesliga,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,33,2877,10,10,2.346193952033368,75,"34,7%","13,3%",3,288,288,144,2.221063607924922,0.5005213764337852,1.908237747653806,3,2,"60,0%"
Wilfried Zaha,2018/2019 - Crystal Palace,English Premier League,€,43.8,Crystal Palace FC,Ivory Coast,"28,26",LW,34,3040,10,5,2.1611842105263155,73,"37,0%","13,7%",4,304,608,203,3.345394736842105,0.47368421052631576,3.0197368421052633,,,
Anthony Martial,2017/2018 - Manchester United,English Premier League,€,75.4,Manchester United FC,France,"25,20",FW,30,1581,9,5,2.789373814041746,49,"32,7%","18,4%",5,176,316,113,2.447817836812144,0.45540796963946867,1.537001897533207,1,,"100,0%"
Antoine Griezmann,2019/2020 - Barcelona,Spanish La Liga,€,78.9,FC Barcelona,France,"29,90",FW,35,2561,9,4,1.9328387348691918,55,"41,8%","16,4%",8,285,640,197,0.7028504490433424,0.562280359234674,0.7379929714955096,,,
Christian Pulisic,2019/2020 - Chelsea,English Premier League,€,66,Chelsea FC,United States of America,"22,41",LW,25,1726,9,4,3.2850521436848203,63,"41,3%","14,3%",8,192,432,133,2.867902665121669,0.1564310544611819,1.5643105446118193,,,
Diogo Jota,2018/2019 - Wolverhampton Wanderers,English Premier League,€,58.1,Liverpool FC,Portugal,"24,20",LW,33,2368,9,5,2.2043918918918917,58,"41,4%","15,5%",8,263,474,169,2.166385135135135,0.22804054054054054,2.0903716216216215,,,
Donny van de Beek,2018/2019 - Ajax,Dutch Eredivisie,€,47.5,Manchester United FC,Netherlands,"23,83",CM,34,2441,9,10,1.8803768947152806,51,"47,1%","17,6%",9,271,244,128,0.7742728390004097,0.0368701351904957,0.5530520278574356,,,
