Player,Season - Club played for,Competition name,Value currency (millions),Market value,Current club,Player nationality,Player age,Position,games_appearances,mins_played,FOULS per 90 mins weighted by mins_played per _Season - Club - Competition,fouls,was_fouled,Foul committed / Was fouled ratio weighted by was_fouled per _Season - Club - Competition,yellow_card,red_card
Marc-André ter Stegen,2017/2018 - Barcelona,Spanish La Liga,€,75,FC Barcelona,Germany,"28,79",GK,37,3330,,,1,,0,0
Marc-André ter Stegen,2017/2018 - Barcelona,UEFA Champions League,€,75,FC Barcelona,Germany,"28,79",GK,9,810,,,,,0,0
Marc-André ter Stegen,2019/2020 - Barcelona,UEFA Champions League,€,75,FC Barcelona,Germany,"28,79",GK,8,720,,0,1,0,0,0
Marc-André ter Stegen,2020/2021 - Barcelona,Spanish La Liga,€,75,FC Barcelona,Germany,"28,79",GK,4,360,,0,0,,0,0
Marc-André ter Stegen,2020/2021 - Barcelona,UEFA Champions League,€,75,FC Barcelona,Germany,"28,79",GK,3,270,,0,0,,0,0
Marcos Llorente,2017/2018 - Real Madrid,UEFA Champions League,€,41.1,Atlético de Madrid,Spain,"26,04",FW,1,21,,,,,0,0
Marcos Llorente,2019/2020 - Atlético de Madrid,UEFA Champions League,€,41.1,Atlético de Madrid,Spain,"26,04",FW,4,208,0.4326923076923077,1,2,0.5,0,0
Marcus Rashford,2016/2017 - Manchester United,UEFA Europa League,€,115,Manchester United FC,England,"23,29",LW,11,767,1.4080834419817472,12,16,0.75,0,0
Marcus Rashford,2020/2021 - Manchester United,UEFA Champions League,€,115,Manchester United FC,England,"23,29",LW,6,416,0.21634615384615385,1,8,0.125,0,0
Marcus Thuram,2020/2021 - Borussia Mönchengladbach,UEFA Champions League,€,41.5,Borussia VfL Mönchengladbach,France,"23,53",LW,6,509,1.9449901768172888,11,11,1,0,0
Marquinhos,2020/2021 - Paris Saint-Germain,UEFA Champions League,€,58.6,Paris Saint-Germain FC,Brazil,"26,75",CB,5,427,0.4215456674473068,2,4,0.5,0,0
Martin Ødegaard,2016/2017 - sc Heerenveen,Dutch Eredivisie,€,50,Real Madrid CF,Norway,"22,16",AM,16,862,0.2088167053364269,2,16,0.125,0,0
Martin Ødegaard,2020/2021 - Real Madrid,Spanish La Liga,€,50,Real Madrid CF,Norway,"22,16",AM,6,227,0.3964757709251101,1,0,,0,0
Martin Ødegaard,2020/2021 - Real Madrid,UEFA Champions League,€,50,Real Madrid CF,Norway,"22,16",AM,2,135,,0,0,,0,0
Mason Greenwood,2019/2020 - Manchester United,UEFA Europa League,€,57.6,Manchester United FC,England,"19,37",RW,9,639,0.9859154929577465,7,7,1,0,0
Mason Greenwood,2020/2021 - Manchester United,UEFA Champions League,€,57.6,Manchester United FC,England,"19,37",RW,5,209,0.861244019138756,2,3,0.6666666666666666,0,0
Mason Mount,2019/2020 - Chelsea,UEFA Champions League,€,66,Chelsea FC,England,"22,10",AM,8,451,0.3991130820399113,2,10,0.2,0,0
Mateo Kovacic,2019/2020 - Chelsea,UEFA Champions League,€,48.1,Chelsea FC,Croatia,"26,78",CM,8,612,1.0294117647058822,7,7,1,0,0
Mateo Kovacic,2020/2021 - Chelsea,English Premier League,€,48.1,Chelsea FC,Croatia,"26,78",CM,7,405,1.3333333333333337,6,10,0.6,0,0
Matheus Henrique,2017/2018 - Grêmio,Brazilian Serie A,€,21,Gremio FBPA,Brazil,"23,16",CM,1,15,,,1,,0,0
Matías Zaracho,2016/2017 - Racing Club,Argentina Superliga,€,16.5,Clube Atlético Mineiro,Argentina,"22,93",AM,4,118,1.5254237288135593,2,4,0.5,0,0
Matías Zaracho,2020/2021 - Atlético Mineiro,Brazilian Serie A,€,16.5,Clube Atlético Mineiro,Argentina,"22,93",AM,8,345,1.826086956521739,7,7,1,0,0
Matthijs de Ligt,2016/2017 - Ajax,Dutch Eredivisie,€,88.5,Juventus FC,Netherlands,"21,51",CB,11,564,0.9574468085106383,6,6,1,0,0
Matthijs de Ligt,2019/2020 - Juventus,UEFA Champions League,€,88.5,Juventus FC,Netherlands,"21,51",CB,6,540,1.1666666666666667,7,3,2.3333333333333335,0,0
Matthijs de Ligt,2020/2021 - Juventus,UEFA Champions League,€,88.5,Juventus FC,Netherlands,"21,51",CB,3,270,1.6666666666666665,5,1,5,0,0
Mauro Icardi,2016/2017 - Internazionale,UEFA Europa League,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,5,307,0.2931596091205212,1,1,1,0,0
Mauro Icardi,2020/2021 - Paris Saint-Germain,French Ligue 1,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,5,353,0.7648725212464589,3,3,1,0,0
Mbwana Samatta,2016/2017 - KRC Genk,Belgian UEFA Europa League Play-offs,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,10,748,1.4438502673796794,12,8,1.5,0,0
Mbwana Samatta,2016/2017 - KRC Genk,UEFA Europa League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,12,845,1.3846153846153846,13,10,1.3,0,0
Mbwana Samatta,2020/2021 - Fenerbahçe,Turkish Super Lig,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,7,427,1.4754098360655739,7,5,1.4,0,0
Mikel Merino,2016/2017 - Borussia Dortmund,UEFA Champions League,€,48,Real Sociedad de Fútbol,Spain,"24,65",CM,0,,,,,,0,0
Mikel Oyarzabal,2016/2017 - Real Sociedad,Spanish La Liga,€,65,Real Sociedad de Fútbol,Spain,"23,82",LW,38,2725,1.0238532110091743,31,60,0.5166666666666667,0,0
Mikel Oyarzabal,2017/2018 - Real Sociedad,UEFA Europa League,€,65,Real Sociedad de Fútbol,Spain,"23,82",LW,6,455,0.5934065934065934,3,7,0.42857142857142855,0,0
Milan Skriniar,2019/2020 - Internazionale,UEFA Europa League,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,1,6,,0,0,,0,0
Milan Skriniar,2020/2021 - Internazionale,Italian Serie A,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,6,464,2.133620689655172,11,6,1.8333333333333333,0,0
Milan Skriniar,2020/2021 - Internazionale,UEFA Champions League,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,3,270,0.6666666666666667,2,5,0.4,0,0
Mohamed Salah,2016/2017 - Roma,UEFA Europa League,€,115,Liverpool FC,Egypt,"28,67",RW,6,373,0.9651474530831099,4,6,0.6666666666666666,0,0
Mohamed Salah,2017/2018 - Liverpool,UEFA Champions League,€,115,Liverpool FC,Egypt,"28,67",RW,13,929,0.581270182992465,6,10,0.6,0,0
Mohamed Salah,2019/2020 - Liverpool,UEFA Champions League,€,115,Liverpool FC,Egypt,"28,67",RW,8,731,0.9849521203830369,8,3,2.6666666666666665,0,0
Mohamed Salah,2020/2021 - Liverpool,English Premier League,€,115,Liverpool FC,Egypt,"28,67",RW,10,873,0.41237113402061865,4,10,0.4,0,0
Mohamed Salah,2020/2021 - Liverpool,UEFA Champions League,€,115,Liverpool FC,Egypt,"28,67",RW,6,419,0.4295942720763724,2,3,0.6666666666666666,0,0
Moussa Diaby,2017/2018 - Crotone,Italian Serie A,€,59.6,Bayer 04 Leverkusen,France,"21,61",LW,2,69,2.608695652173913,2,,,0,0
Moussa Diaby,2019/2020 - Bayer 04 Leverkusen,UEFA Champions League,€,59.6,Bayer 04 Leverkusen,France,"21,61",LW,2,180,1.5,3,4,0.75,0,0
Moussa Diaby,2020/2021 - Bayer 04 Leverkusen,UEFA Europa League,€,59.6,Bayer 04 Leverkusen,France,"21,61",LW,6,360,1.25,5,1,5,0,0
Myron Boadu,2017/2018 - AZ,Dutch Eredivisie,€,22,AZ Alkmaar,Netherlands,"20,09",FW,1,23,7.826086956521739,2,,,0,0
Nacer Chadli,2020/2021 - Istanbul Basaksehir,UEFA Champions League,€,8.2,Istanbul Basaksehir FK,Belgium,"31,54",LW,3,116,,0,1,0,0,0
N'Golo Kanté,2017/2018 - Chelsea,UEFA Champions League,€,51.5,Chelsea FC,France,"29,88",CM,6,498,1.2650602409638554,7,2,3.5,0,0
Nicolas Pépé,2019/2020 - Arsenal,UEFA Europa League,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,6,294,0.6122448979591837,2,7,0.2857142857142857,0,0
Nicolas Pépé,2020/2021 - Arsenal,English Premier League,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,8,279,1.2903225806451613,4,3,1.3333333333333333,0,1
Nicolas Pépé,2020/2021 - Arsenal,UEFA Europa League,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,6,511,0.5283757338551859,3,4,0.75,0,0
Nuno Mendes,2020/2021 - Sporting CP,Portuguese Primeira Liga,€,18.5,Sporting Clube de Portugal,Portugal,"18,66",LB,8,666,0.8108108108108109,6,10,0.6,0,0
Ousmane Dembélé,2017/2018 - Barcelona,UEFA Champions League,€,43.4,FC Barcelona,France,"23,75",RW,3,143,0.6293706293706294,1,4,0.25,0,0
Ousmane Dembélé,2020/2021 - Barcelona,Spanish La Liga,€,43.4,FC Barcelona,France,"23,75",RW,8,365,0.2465753424657534,1,6,0.16666666666666666,0,0
Ousmane Dembélé,2020/2021 - Barcelona,UEFA Champions League,€,43.4,FC Barcelona,France,"23,75",RW,4,213,0.4225352112676056,1,2,0.5,0,0
Ozan Tufan,2016/2017 - Fenerbahçe,UEFA Europa League,€,9.4,Fenerbahce SK,Turkey,"25,90",CM,3,153,,,2,,0,0
Ozan Tufan,2017/2018 - Fenerbahçe,Turkish Super Lig,€,9.4,Fenerbahce SK,Turkey,"25,90",CM,9,771,1.867704280155642,16,17,0.9411764705882353,0,0
Pau Torres,2017/2018 - Villarreal,Spanish La Liga,€,47.2,Villarreal CF,Spain,"24,08",CB,2,51,3.5294117647058822,2,,,0,0
Pau Torres,2017/2018 - Villarreal,UEFA Europa League,€,47.2,Villarreal CF,Spain,"24,08",CB,1,90,1,1,,,0,0
Pau Torres,2020/2021 - Villarreal,UEFA Europa League,€,47.2,Villarreal CF,Spain,"24,08",CB,1,90,1,1,0,,0,0
Paul Onuachu,2019/2020 - KRC Genk,UEFA Champions League,€,14.1,KRC Genk,Nigeria,"26,71",FW,5,212,4.245283018867925,10,5,2,0,0
Paul Pogba,2017/2018 - Manchester United,UEFA Champions League,€,49.6,Manchester United FC,France,"27,92",CM,5,278,1.9424460431654675,6,7,0.8571428571428571,0,0
Paul Pogba,2019/2020 - Manchester United,UEFA Europa League,€,49.6,Manchester United FC,France,"27,92",CM,3,237,1.139240506329114,3,5,0.6,0,0
Paul Pogba,2020/2021 - Manchester United,English Premier League,€,49.6,Manchester United FC,France,"27,92",CM,8,463,3.304535637149028,17,11,1.5454545454545454,0,0
Paul Pogba,2020/2021 - Manchester United,UEFA Champions League,€,49.6,Manchester United FC,France,"27,92",CM,5,178,1.0112359550561798,2,8,0.25,0,0
Paulo Dybala,2017/2018 - Juventus,Italian Serie A,€,61.6,Juventus FC,Argentina,"27,25",FW,33,2355,0.6114649681528662,16,74,0.21621621621621623,0,0
Paulo Dybala,2017/2018 - Juventus,UEFA Champions League,€,61.6,Juventus FC,Argentina,"27,25",FW,8,661,0.8169440242057489,6,28,0.21428571428571427,0,1
Paulo Dybala,2019/2020 - Juventus,UEFA Champions League,€,61.6,Juventus FC,Argentina,"27,25",FW,8,309,0.29126213592233013,1,10,0.1,0,0
Paulo Dybala,2020/2021 - Juventus,Italian Serie A,€,61.6,Juventus FC,Argentina,"27,25",FW,6,360,0.5,2,8,0.25,0,0
Paulo Dybala,2020/2021 - Juventus,UEFA Champions League,€,61.6,Juventus FC,Argentina,"27,25",FW,5,214,0.8411214953271028,2,5,0.4,0,0
Pedri,2020/2021 - Barcelona,UEFA Champions League,€,58.1,FC Barcelona,Spain,"18,22",AM,5,339,1.3274336283185841,5,5,1,0,0
Pedrinho,2017/2018 - Corinthians,Brazilian Serie A,€,20.1,SL Benfica,Brazil,"22,84",RW,12,207,2.608695652173913,6,4,1.5,0,0
Pedrinho,2020/2021 - Benfica,Portuguese Primeira Liga,€,20.1,SL Benfica,Brazil,"22,84",RW,4,75,2.4000000000000004,2,3,0.6666666666666666,0,0
Pedrinho,2020/2021 - Benfica,UEFA Europa League,€,20.1,SL Benfica,Brazil,"22,84",RW,4,157,1.7197452229299364,3,4,0.75,0,0
Pedro de La Vega,2020/2021 - Lanús,Liga Profesional Argentina,€,10,Club Atlético Lanús,Argentina,"20,02",RW,5,335,0.8059701492537313,3,5,0.6,0,0
Pedro Guilherme Abreu dos Santos,2016/2017 - Fluminense,Brazilian Serie A,€,15.2,CR Flamengo,Brazil,"23,65",FW,3,61,5.901639344262295,4,2,2,0,0
Phil Foden,2016/2017 - Manchester City,UEFA Champions League,€,69.6,Manchester City FC,England,"20,71",CM,0,,,,,,0,0
Phil Foden,2017/2018 - Manchester City,English Premier League,€,69.6,Manchester City FC,England,"20,71",CM,5,45,2,1,3,0.3333333333333333,0,0
Phil Foden,2017/2018 - Manchester City,UEFA Champions League,€,69.6,Manchester City FC,England,"20,71",CM,3,194,0.9278350515463918,2,2,1,0,0
Phil Foden,2019/2020 - Manchester City,UEFA Champions League,€,69.6,Manchester City FC,England,"20,71",CM,5,254,1.062992125984252,3,2,1.5,0,1
Phil Foden,2020/2021 - Manchester City,English Premier League,€,69.6,Manchester City FC,England,"20,71",CM,8,428,0.6308411214953271,3,4,0.75,0,0
Phil Foden,2020/2021 - Manchester City,UEFA Champions League,€,69.6,Manchester City FC,England,"20,71",CM,6,451,0.7982261640798226,4,5,0.8,0,0
Philippe Coutinho,2017/2018 - Liverpool,English Premier League,€,47.7,FC Barcelona,Brazil,"28,68",AM,14,1116,0.4032258064516129,5,21,0.23809523809523808,0,0
Philippe Coutinho,2017/2018 - Liverpool,UEFA Champions League,€,47.7,FC Barcelona,Brazil,"28,68",AM,5,347,1.8155619596541788,7,8,0.875,0,0
Philippe Coutinho,2019/2020 - FC Bayern München,UEFA Champions League,€,47.7,FC Barcelona,Brazil,"28,68",AM,11,516,1.2209302325581395,7,12,0.5833333333333334,0,0
Philippe Coutinho,2020/2021 - Barcelona,Spanish La Liga,€,47.7,FC Barcelona,Brazil,"28,68",AM,8,474,1.7088607594936709,9,9,1,0,0
Philippe Coutinho,2020/2021 - Barcelona,UEFA Champions League,€,47.7,FC Barcelona,Brazil,"28,68",AM,2,135,,0,1,0,0,0
Pierre-Emerick Aubameyang,2017/2018 - Arsenal,English Premier League,€,39.5,Arsenal FC,Gabon,"31,66",FW,13,1058,0.08506616257088848,1,8,0.125,0,0
Pierre-Emerick Aubameyang,2017/2018 - Borussia Dortmund,German Bundesliga,€,39.5,Arsenal FC,Gabon,"31,66",FW,16,1417,1.0797459421312632,17,8,2.125,0,1
Pierre-Emerick Aubameyang,2017/2018 - Borussia Dortmund,UEFA Champions League,€,39.5,Arsenal FC,Gabon,"31,66",FW,6,540,0.6666666666666667,4,1,4,0,0
Pierre-Emerick Aubameyang,2019/2020 - Arsenal,UEFA Europa League,€,39.5,Arsenal FC,Gabon,"31,66",FW,6,406,0.6650246305418719,3,2,1.5,0,0
Pierre-Emerick Aubameyang,2020/2021 - Arsenal,UEFA Europa League,€,39.5,Arsenal FC,Gabon,"31,66",FW,1,29,3.103448275862069,1,0,,0,0
Piotr Zielinski,2017/2018 - Napoli,UEFA Champions League,€,40.5,SSC Napoli,Poland,"26,74",CM,5,353,0.509915014164306,2,8,0.25,0,0
Piotr Zielinski,2020/2021 - Napoli,Italian Serie A,€,40.5,SSC Napoli,Poland,"26,74",CM,7,367,,0,3,0,0,0
Piotr Zielinski,2020/2021 - Napoli,UEFA Europa League,€,40.5,SSC Napoli,Poland,"26,74",CM,4,209,0.861244019138756,2,4,0.5,0,0
Rafa Silva,2016/2017 - Benfica,Portuguese Primeira Liga,€,28.5,SL Benfica,Portugal,"27,75",LW,20,1102,1.3883847549909256,17,30,0.5666666666666667,0,0
Rafa Silva,2016/2017 - Benfica,UEFA Champions League,€,28.5,SL Benfica,Portugal,"27,75",LW,3,126,,,1,,0,0
Rafa Silva,2017/2018 - Benfica,Portuguese Primeira Liga,€,28.5,SL Benfica,Portugal,"27,75",LW,20,1215,2,27,22,1.2272727272727273,0,0
Rafa Silva,2017/2018 - Benfica,UEFA Champions League,€,28.5,SL Benfica,Portugal,"27,75",LW,1,1,,,,,0,0
Rafa Silva,2019/2020 - Benfica,UEFA Champions League,€,28.5,SL Benfica,Portugal,"27,75",LW,3,124,0.7258064516129032,1,4,0.25,0,0
Rafa Silva,2020/2021 - Benfica,Portuguese Primeira Liga,€,28.5,SL Benfica,Portugal,"27,75",LW,9,651,1.6589861751152073,12,21,0.5714285714285714,0,0
Rafa Silva,2020/2021 - Benfica,UEFA Europa League,€,28.5,SL Benfica,Portugal,"27,75",LW,6,373,0.48257372654155495,2,9,0.2222222222222222,0,0
Raheem Sterling,2019/2020 - Manchester City,UEFA Champions League,€,125,Manchester City FC,England,"26,19",LW,9,599,0.7512520868113522,5,16,0.3125,0,0
Raphaël Varane,2016/2017 - Real Madrid,UEFA Champions League,€,69.4,Real Madrid CF,France,"27,81",CB,10,900,0.30000000000000004,3,3,1,0,0
Raphaël Varane,2020/2021 - Real Madrid,Spanish La Liga,€,69.4,Real Madrid CF,France,"27,81",CB,10,900,0.4,4,3,1.3333333333333333,0,0
Raúl Jiménez,2016/2017 - Benfica,UEFA Champions League,€,45.5,Wolverhampton Wanderers FC,Mexico,"29,78",FW,6,156,1.7307692307692308,3,3,1,0,0
Raúl Jiménez,2017/2018 - Benfica,UEFA Champions League,€,45.5,Wolverhampton Wanderers FC,Mexico,"29,78",FW,5,308,1.7532467532467533,6,7,0.8571428571428571,0,0
Raúl Jiménez,2020/2021 - Wolverhampton Wanderers,English Premier League,€,45.5,Wolverhampton Wanderers FC,Mexico,"29,78",FW,10,824,0.9830097087378641,9,17,0.5294117647058824,0,0
Reece James,2020/2021 - Chelsea,UEFA Champions League,€,47.7,Chelsea FC,England,"21,19",RB,3,181,0.4972375690607734,1,1,1,0,0
Riyad Mahrez,2019/2020 - Manchester City,UEFA Champions League,€,51.5,Manchester City FC,Algeria,"29,98",RW,7,572,1.1013986013986015,7,20,0.35,0,0
Riyad Mahrez,2020/2021 - Manchester City,English Premier League,€,51.5,Manchester City FC,Algeria,"29,98",RW,8,684,1.0526315789473684,8,8,1,0,0
Riyad Mahrez,2020/2021 - Manchester City,UEFA Champions League,€,51.5,Manchester City FC,Algeria,"29,98",RW,5,253,1.4229249011857708,4,1,4,0,0
Robert Lewandowski,2016/2017 - FC Bayern München,UEFA Champions League,€,73.8,FC Bayern München,Poland,"32,48",FW,9,794,1.473551637279597,13,12,1.0833333333333333,0,0
Robert Lewandowski,2019/2020 - FC Bayern München,UEFA Champions League,€,73.8,FC Bayern München,Poland,"32,48",FW,10,887,1.1161217587373167,11,16,0.6875,0,0
Robert Lewandowski,2020/2021 - FC Bayern München,UEFA Champions League,€,73.8,FC Bayern München,Poland,"32,48",FW,4,353,0.7648725212464589,3,4,0.75,0,0
Roberto Firmino,2019/2020 - Liverpool,UEFA Champions League,€,63.7,Liverpool FC,Brazil,"29,37",FW,8,629,0.5723370429252782,4,2,2,0,0
Roberto Firmino,2020/2021 - Liverpool,UEFA Champions League,€,63.7,Liverpool FC,Brazil,"29,37",FW,6,164,1.646341463414634,3,0,,0,0
Rodrigo Bentancur,2017/2018 - Juventus,Italian Serie A,€,54.3,Juventus FC,Uruguay,"23,64",CM,20,566,2.2261484098939928,14,12,1.1666666666666667,0,0
Rodrygo,2017/2018 - Santos,Brazilian Serie A,€,55.3,Real Madrid CF,Brazil,"20,10",RW,2,21,,,,,0,0
Rodrygo,2019/2020 - Real Madrid,UEFA Champions League,€,55.3,Real Madrid CF,Brazil,"20,10",RW,5,331,0.5438066465256798,2,4,0.5,0,0
Rodrygo,2020/2021 - Real Madrid,Spanish La Liga,€,55.3,Real Madrid CF,Brazil,"20,10",RW,7,283,1.9081272084805658,6,7,0.8571428571428571,0,0
Rodrygo,2020/2021 - Real Madrid,UEFA Champions League,€,55.3,Real Madrid CF,Brazil,"20,10",RW,6,260,1.0384615384615385,3,4,0.75,0,0
Roman Yaremchuk,2019/2020 - KAA Gent,UEFA Europa League,€,13.3,KAA Gent,Ukraine,"25,22",FW,6,485,0.3711340206185567,2,5,0.4,0,0
Romelu Lukaku,2017/2018 - Manchester United,UEFA Champions League,€,104.6,FC Internazionale Milano,Belgium,"27,76",FW,8,704,0.8948863636363636,7,6,1.1666666666666667,0,0
Romelu Lukaku,2019/2020 - Internazionale,UEFA Champions League,€,104.6,FC Internazionale Milano,Belgium,"27,76",FW,5,405,0.4444444444444444,2,3,0.6666666666666666,0,0
Romelu Lukaku,2019/2020 - Internazionale,UEFA Europa League,€,104.6,FC Internazionale Milano,Belgium,"27,76",FW,6,443,1.4221218961625284,7,6,1.1666666666666667,0,0
Rúben Dias,2019/2020 - Benfica,UEFA Europa League,€,76,Manchester City FC,Portugal,"23,75",CB,2,180,,0,3,0,0,0
Rúben Neves,2016/2017 - FC Porto,UEFA Champions League,€,51.1,Wolverhampton Wanderers FC,Portugal,"23,92",DM,3,103,2.621359223300971,3,1,3,0,0
Ryan Gravenberch,2019/2020 - Ajax,UEFA Europa League,€,30,AFC Ajax,Netherlands,"18,75",CM,1,75,4.800000000000001,4,2,2,0,0
Ryan Gravenberch,2020/2021 - Ajax,UEFA Champions League,€,30,AFC Ajax,Netherlands,"18,75",CM,6,529,1.7013232514177694,10,7,1.4285714285714286,0,1
Santos Borré,2016/2017 - Villarreal,Spanish La Liga,€,8.5,River Plate,Colombia,"25,42",FW,17,346,0.5202312138728323,2,7,0.2857142857142857,0,0
Santos Borré,2020/2021 - River Plate,Liga Profesional Argentina,€,8.5,River Plate,Colombia,"25,42",FW,3,149,2.4161073825503356,4,2,2,0,0
Saúl Ñíguez,2017/2018 - Atlético de Madrid,UEFA Champions League,€,85,Atlético de Madrid,Spain,"26,23",CM,6,540,1.6666666666666665,10,4,2.5,0,0
Scott McTominay,2020/2021 - Manchester United,English Premier League,€,39.7,Manchester United FC,Scotland,"24,19",CM,8,584,2.0034246575342465,13,15,0.8666666666666667,0,0
Sébastien Haller,2020/2021 - West Ham United,English Premier League,€,26.2,West Ham United FC,Ivory Coast,"26,65",FW,10,439,2.665148063781321,13,8,1.625,0,0
Serge Gnabry,2017/2018 - TSG 1899 Hoffenheim,German Bundesliga,€,95,FC Bayern München,Germany,"25,59",RW,22,1507,1.1944260119442602,20,16,1.25,0,0
Serge Gnabry,2017/2018 - TSG 1899 Hoffenheim,UEFA Europa League,€,95,FC Bayern München,Germany,"25,59",RW,1,45,,,1,,0,0
Sergej Milinkovic-Savic,2020/2021 - Lazio,Italian Serie A,€,65,SS Lazio,Serbia,"25,97",CM,7,574,1.0975609756097562,7,8,0.875,0,0
Steven Bergwijn,2016/2017 - PSV,Dutch Eredivisie,€,48.6,Tottenham Hotspur FC,Netherlands,"23,35",LW,25,912,1.282894736842105,13,20,0.65,0,0
Steven Bergwijn,2019/2020 - PSV,UEFA Europa League,€,48.6,Tottenham Hotspur FC,Netherlands,"23,35",LW,5,394,0.9137055837563451,4,11,0.36363636363636365,0,0
Steven Bergwijn,2019/2020 - Tottenham Hotspur,UEFA Champions League,€,48.6,Tottenham Hotspur FC,Netherlands,"23,35",LW,1,90,1,1,1,1,0,0
Steven Bergwijn,2020/2021 - Tottenham Hotspur,UEFA Europa League,€,48.6,Tottenham Hotspur FC,Netherlands,"23,35",LW,4,140,1.2857142857142856,2,6,0.3333333333333333,0,0
Tanguy Ndombélé,2017/2018 - Amiens,French Ligue 1,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,3,237,0.3797468354430379,1,5,0.2,0,0
Tanguy Ndombélé,2017/2018 - Lyon,UEFA Europa League,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,10,707,1.654879773691655,13,21,0.6190476190476191,0,0
Theo Bongonda,2017/2018 - SV Zulte Waregem,Belgian Jupiler Pro League,€,11,KRC Genk,Belgium,"25,24",LW,4,175,1.542857142857143,3,6,0.5,0,0
Theo Bongonda,2017/2018 - Trabzonspor,Turkish Super Lig,€,11,KRC Genk,Belgium,"25,24",LW,3,129,,,1,,0,0
Theo Hernández,2017/2018 - Real Madrid,UEFA Champions League,€,52.8,AC Milan,France,"23,36",LB,3,131,1.3740458015267174,2,2,1,0,0
Theo Hernández,2020/2021 - Milan,UEFA Europa League,€,52.8,AC Milan,France,"23,36",LB,4,360,1.75,7,11,0.6363636363636364,0,0
Thiago,2020/2021 - Liverpool,English Premier League,€,41.3,Liverpool FC,Spain,"29,85",CM,2,135,2.666666666666667,4,2,2,0,0
Thibaut Courtois,2017/2018 - Chelsea,UEFA Champions League,€,76.7,Real Madrid CF,Belgium,"28,76",GK,8,720,,,,,0,0
Thibaut Courtois,2020/2021 - Real Madrid,Spanish La Liga,€,76.7,Real Madrid CF,Belgium,"28,76",GK,11,990,0.09090909090909091,1,0,,0,0
Thorgan Hazard,2016/2017 - Borussia Mönchengladbach,UEFA Champions League,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,4,252,1.4285714285714284,4,5,0.8,0,0
Thorgan Hazard,2016/2017 - Borussia Mönchengladbach,UEFA Europa League,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,2,117,0.7692307692307693,1,5,0.2,0,0
Thorgan Hazard,2020/2021 - Borussia Dortmund,German Bundesliga,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,5,164,2.1951219512195124,4,3,1.3333333333333333,0,0
Thorgan Hazard,2020/2021 - Borussia Dortmund,UEFA Champions League,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,5,363,0.9917355371900827,4,6,0.6666666666666666,0,0
