Player,Season - Club played for,Competition name,Value currency (millions),Market value,Current club,Player nationality,Player age,Position,games_appearances,mins_played,goal_assist,total_att_assist,Passes per 90 mins weighted by mins_played per _Season - Club - Competition,Pass success weighted by total_pass per _Season - Club - Competition,total_pass,Pass success final third weighted by total_pass per _Season - Club - Competition,total_final_third_passes,Cross accuracy weighted by total_cross_nocorner per _Season - Club - Competition,total_cross_nocorner
Mason Greenwood,2020/2021 - Manchester United,English Premier League,€,57.6,Manchester United FC,England,"19,37",RW,7,412,0,3,"31,0",82%,142,80%,41,"25,0%",4
Mason Greenwood,2020/2021 - Manchester United,UEFA Champions League,€,57.6,Manchester United FC,England,"19,37",RW,5,209,1,1,"31,9",85%,74,71%,21,"0,0%",1
Eduardo Camavinga,2018/2019 - Rennes,French Ligue 1,€,57.5,Stade Rennais FC,France,"18,26",CM,7,363,,1,"35,5",85%,143,66%,29,,
Eduardo Camavinga,2019/2020 - Rennes,French Ligue 1,€,57.5,Stade Rennais FC,France,"18,26",CM,25,2112,2,7,"41,5",88%,975,79%,141,,1
Eduardo Camavinga,2019/2020 - Rennes,UEFA Europa League,€,57.5,Stade Rennais FC,France,"18,26",CM,4,151,0,1,"38,1",91%,64,80%,15,,0
Eduardo Camavinga,2020/2021 - Rennes,French Ligue 1,€,57.5,Stade Rennais FC,France,"18,26",CM,11,691,1,9,"57,0",89%,438,77%,104,"50,0%",2
Eduardo Camavinga,2020/2021 - Rennes,UEFA Champions League,€,57.5,Stade Rennais FC,France,"18,26",CM,4,331,0,7,"45,4",91%,167,79%,47,"100,0%",1
Dejan Kulusevski,2017/2018 - Atalanta,Italian Serie A,€,57,Juventus FC,Sweden,"20,81",RW,0,,,,,,,,,,
Dejan Kulusevski,2018/2019 - Atalanta,Italian Serie A,€,57,Juventus FC,Sweden,"20,81",RW,3,103,,,"51,6",73%,59,68%,25,,3
Dejan Kulusevski,2019/2020 - Parma,Italian Serie A,€,57,Juventus FC,Sweden,"20,81",RW,36,2937,8,78,"32,5",80%,1060,76%,484,"16,0%",50
Dejan Kulusevski,2020/2021 - Juventus,Italian Serie A,€,57,Juventus FC,Sweden,"20,81",RW,9,524,0,15,"37,1",84%,216,83%,109,"16,7%",12
Dejan Kulusevski,2020/2021 - Juventus,UEFA Champions League,€,57,Juventus FC,Sweden,"20,81",RW,4,173,0,1,"26,5",67%,51,50%,28,"0,0%",4
Álvaro Morata,2016/2017 - Real Madrid,Spanish La Liga,€,55.9,Juventus FC,Spain,"28,31",FW,26,1331,4,17,"24,2",79%,358,72%,158,"27,8%",18
Álvaro Morata,2016/2017 - Real Madrid,UEFA Champions League,€,55.9,Juventus FC,Spain,"28,31",FW,9,167,1,1,"41,5",83%,77,67%,27,"25,0%",8
Álvaro Morata,2017/2018 - Chelsea,English Premier League,€,55.9,Juventus FC,Spain,"28,31",FW,31,2067,6,35,"25,1",73%,576,68%,305,"5,3%",19
Álvaro Morata,2017/2018 - Chelsea,UEFA Champions League,€,55.9,Juventus FC,Spain,"28,31",FW,7,383,,3,"19,3",76%,82,74%,31,,1
Álvaro Morata,2018/2019 - Atlético de Madrid,Spanish La Liga,€,55.9,Juventus FC,Spain,"28,31",FW,15,1089,1,5,"21,2",59%,256,54%,109,,7
Álvaro Morata,2018/2019 - Atlético de Madrid,UEFA Champions League,€,55.9,Juventus FC,Spain,"28,31",FW,2,122,,,"26,6",58%,36,56%,18,,
Álvaro Morata,2018/2019 - Chelsea,English Premier League,€,55.9,Juventus FC,Spain,"28,31",FW,16,943,,7,"21,9",77%,229,72%,107,,3
Álvaro Morata,2018/2019 - Chelsea,UEFA Europa League,€,55.9,Juventus FC,Spain,"28,31",FW,4,231,,4,"19,1",82%,49,84%,31,,1
Álvaro Morata,2019/2020 - Atlético de Madrid,Spanish La Liga,€,55.9,Juventus FC,Spain,"28,31",FW,34,2103,2,25,"21,3",64%,497,64%,221,"9,1%",11
Álvaro Morata,2019/2020 - Atlético de Madrid,UEFA Champions League,€,55.9,Juventus FC,Spain,"28,31",FW,8,485,1,3,"20,2",66%,109,64%,55,"0,0%",7
Álvaro Morata,2020/2021 - Juventus,Italian Serie A,€,55.9,Juventus FC,Spain,"28,31",FW,7,563,3,13,"28,6",74%,179,69%,87,"100,0%",1
Álvaro Morata,2020/2021 - Juventus,UEFA Champions League,€,55.9,Juventus FC,Spain,"28,31",FW,6,450,1,8,"26,2",73%,131,61%,67,"33,3%",3
Nicolas Pépé,2016/2017 - Angers,French Ligue 1,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,33,1309,1,19,"30,1",77%,438,73%,206,"21,2%",33
Nicolas Pépé,2017/2018 - Lille,French Ligue 1,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,36,2844,4,40,"30,7",82%,971,73%,472,"22,4%",49
Nicolas Pépé,2018/2019 - Lille,French Ligue 1,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,38,3326,11,70,"32,4",79%,1199,72%,579,"16,1%",56
Nicolas Pépé,2019/2020 - Arsenal,English Premier League,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,31,2015,6,40,"31,5",81%,706,77%,345,"16,1%",56
Nicolas Pépé,2019/2020 - Arsenal,UEFA Europa League,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,6,294,2,6,"47,8",83%,156,79%,91,"33,3%",12
Nicolas Pépé,2020/2021 - Arsenal,English Premier League,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,8,279,0,2,"26,1",73%,81,68%,28,"0,0%",8
Nicolas Pépé,2020/2021 - Arsenal,UEFA Europa League,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,6,511,3,20,"44,7",83%,254,78%,152,"45,2%",31
Rodrygo,2017/2018 - Santos,Brazilian Serie A,€,55.3,Real Madrid CF,Brazil,"20,10",RW,2,21,,1,"21,4",80%,5,67%,3,,2
Rodrygo,2018/2019 - Santos,Brazilian Serie A,€,55.3,Real Madrid CF,Brazil,"20,10",RW,35,2689,3,37,"30,2",82%,901,77%,431,"10,7%",75
Rodrygo,2019/2020 - Real Madrid,Spanish La Liga,€,55.3,Real Madrid CF,Brazil,"20,10",RW,19,1022,,15,"40,0",88%,454,84%,227,"26,3%",38
Rodrygo,2019/2020 - Real Madrid,UEFA Champions League,€,55.3,Real Madrid CF,Brazil,"20,10",RW,5,331,3,7,"34,8",87%,128,83%,66,"25,0%",12
Rodrygo,2019/2020 - Santos,Brazilian Serie A,€,55.3,Real Madrid CF,Brazil,"20,10",RW,4,360,2,7,"33,5",83%,134,77%,70,"7,7%",13
Rodrygo,2020/2021 - Real Madrid,Spanish La Liga,€,55.3,Real Madrid CF,Brazil,"20,10",RW,7,283,3,7,"28,6",78%,90,73%,44,"0,0%",7
Rodrygo,2020/2021 - Real Madrid,UEFA Champions League,€,55.3,Real Madrid CF,Brazil,"20,10",RW,6,260,1,2,"35,7",85%,103,80%,49,"15,4%",13
Fabián Ruiz,2016/2017 - Real Betis,Spanish La Liga,€,55,SSC Napoli,Spain,"24,87",CM,4,154,,1,"56,1",82%,96,65%,17,,
Fabián Ruiz,2017/2018 - Real Betis,Spanish La Liga,€,55,SSC Napoli,Spain,"24,87",CM,34,2662,6,33,"70,5",86%,2084,78%,580,"14,3%",14
Fabián Ruiz,2018/2019 - Napoli,Italian Serie A,€,55,SSC Napoli,Spain,"24,87",CM,27,1990,4,62,"81,4",90%,1799,82%,596,"31,0%",29
Fabián Ruiz,2018/2019 - Napoli,UEFA Champions League,€,55,SSC Napoli,Spain,"24,87",CM,6,471,,6,"67,1",85%,351,75%,109,"14,3%",7
Fabián Ruiz,2018/2019 - Napoli,UEFA Europa League,€,55,SSC Napoli,Spain,"24,87",CM,5,442,,11,"71,3",88%,350,78%,96,"28,6%",7
Fabián Ruiz,2019/2020 - Napoli,Italian Serie A,€,55,SSC Napoli,Spain,"24,87",CM,33,2689,6,51,"78,0",91%,2331,83%,760,"42,9%",14
Fabián Ruiz,2019/2020 - Napoli,UEFA Champions League,€,55,SSC Napoli,Spain,"24,87",CM,8,709,0,6,"64,1",86%,505,79%,124,"33,3%",9
Fabián Ruiz,2020/2021 - Napoli,Italian Serie A,€,55,SSC Napoli,Spain,"24,87",CM,8,704,1,9,"72,9",91%,570,86%,188,"0,0%",4
Fabián Ruiz,2020/2021 - Napoli,UEFA Europa League,€,55,SSC Napoli,Spain,"24,87",CM,6,278,0,2,"88,1",88%,272,80%,74,"0,0%",2
Ferran Torres,2017/2018 - Valencia CF,Spanish La Liga,€,55,Manchester City FC,Spain,"20,96",RW,13,302,1,4,"29,2",69%,98,68%,37,,10
Ferran Torres,2018/2019 - Valencia CF,Spanish La Liga,€,55,Manchester City FC,Spain,"20,96",RW,24,843,1,15,"31,2",78%,292,80%,115,"26,5%",34
Ferran Torres,2018/2019 - Valencia CF,UEFA Champions League,€,55,Manchester City FC,Spain,"20,96",RW,3,106,,,"39,9",79%,47,70%,23,"50,0%",2
Ferran Torres,2018/2019 - Valencia CF,UEFA Europa League,€,55,Manchester City FC,Spain,"20,96",RW,4,260,,5,"31,8",70%,92,72%,36,"33,3%",6
Ferran Torres,2019/2020 - Valencia CF,Spanish La Liga,€,55,Manchester City FC,Spain,"20,96",RW,34,2258,5,25,"26,0",78%,653,74%,290,"12,5%",88
Ferran Torres,2019/2020 - Valencia CF,UEFA Champions League,€,55,Manchester City FC,Spain,"20,96",RW,6,479,2,10,"31,9",81%,170,72%,76,"31,6%",19
Ferran Torres,2020/2021 - Manchester City,English Premier League,€,55,Manchester City FC,Spain,"20,96",RW,7,398,1,5,"25,6",85%,113,83%,64,"0,0%",8
Ferran Torres,2020/2021 - Manchester City,UEFA Champions League,€,55,Manchester City FC,Spain,"20,96",RW,5,350,0,4,"16,5",80%,64,65%,34,"0,0%",1
Federico Chiesa,2016/2017 - Fiorentina,Italian Serie A,€,54.6,Juventus FC,Italy,"23,31",RW,27,1493,2,27,"39,1",85%,649,77%,225,"11,1%",63
Federico Chiesa,2016/2017 - Fiorentina,UEFA Europa League,€,54.6,Juventus FC,Italy,"23,31",RW,5,332,,1,"32,5",87%,120,72%,36,,6
Federico Chiesa,2017/2018 - Fiorentina,Italian Serie A,€,54.6,Juventus FC,Italy,"23,31",RW,36,3022,5,57,"26,2",78%,880,71%,424,"14,5%",110
Federico Chiesa,2018/2019 - Fiorentina,Italian Serie A,€,54.6,Juventus FC,Italy,"23,31",RW,37,3037,3,54,"24,6",72%,831,67%,476,"14,1%",92
Federico Chiesa,2019/2020 - Fiorentina,Italian Serie A,€,54.6,Juventus FC,Italy,"23,31",RW,34,2646,6,48,"24,6",77%,723,72%,377,"17,3%",52
Federico Chiesa,2020/2021 - Fiorentina,Italian Serie A,€,54.6,Juventus FC,Italy,"23,31",RW,3,241,1,5,"32,9",80%,88,78%,41,"36,4%",11
Federico Chiesa,2020/2021 - Juventus,Italian Serie A,€,54.6,Juventus FC,Italy,"23,31",RW,5,314,3,7,"29,5",75%,103,63%,51,"30,0%",10
Federico Chiesa,2020/2021 - Juventus,UEFA Champions League,€,54.6,Juventus FC,Italy,"23,31",RW,6,361,1,5,"30,9",78%,124,65%,52,"36,4%",11
Rodrigo Bentancur,2016/2017 - Boca Juniors,Argentina Superliga,€,54.3,Juventus FC,Uruguay,"23,64",CM,22,1836,3,23,"49,7",83%,1013,72%,271,"40,0%",5
Rodrigo Bentancur,2017/2018 - Juventus,Italian Serie A,€,54.3,Juventus FC,Uruguay,"23,64",CM,20,566,,8,"83,8",88%,527,72%,121,,1
Rodrigo Bentancur,2017/2018 - Juventus,UEFA Champions League,€,54.3,Juventus FC,Uruguay,"23,64",CM,5,291,,,"62,2",91%,201,83%,41,,
Rodrigo Bentancur,2018/2019 - Juventus,Italian Serie A,€,54.3,Juventus FC,Uruguay,"23,64",CM,31,1996,3,24,"54,6",87%,1210,80%,336,"50,0%",16
Rodrigo Bentancur,2018/2019 - Juventus,UEFA Champions League,€,54.3,Juventus FC,Uruguay,"23,64",CM,7,550,,8,"55,6",85%,340,70%,80,"28,6%",7
Rodrigo Bentancur,2019/2020 - Juventus,Italian Serie A,€,54.3,Juventus FC,Uruguay,"23,64",CM,30,2198,7,44,"64,0",89%,1564,83%,482,"25,0%",24
Rodrigo Bentancur,2019/2020 - Juventus,UEFA Champions League,€,54.3,Juventus FC,Uruguay,"23,64",CM,7,419,0,5,"60,4",88%,281,84%,104,"9,1%",11
Rodrigo Bentancur,2020/2021 - Juventus,Italian Serie A,€,54.3,Juventus FC,Uruguay,"23,64",CM,8,399,0,3,"71,1",90%,315,79%,77,"100,0%",1
Rodrigo Bentancur,2020/2021 - Juventus,UEFA Champions League,€,54.3,Juventus FC,Uruguay,"23,64",CM,6,385,0,5,"65,7",89%,281,80%,79,"0,0%",3
Theo Hernández,2016/2017 - Alavés,Spanish La Liga,€,52.8,AC Milan,France,"23,36",LB,32,2725,3,22,"31,1",81%,943,68%,233,"28,6%",84
Theo Hernández,2017/2018 - Real Madrid,Spanish La Liga,€,52.8,AC Milan,France,"23,36",LB,13,961,,8,"51,6",87%,551,78%,177,"26,7%",30
Theo Hernández,2017/2018 - Real Madrid,UEFA Champions League,€,52.8,AC Milan,France,"23,36",LB,3,131,1,4,"83,1",93%,121,85%,40,"30,0%",10
Theo Hernández,2018/2019 - Real Sociedad,Spanish La Liga,€,52.8,AC Milan,France,"23,36",LB,24,1976,2,18,"41,4",83%,909,69%,214,"17,2%",58
Theo Hernández,2019/2020 - Milan,Italian Serie A,€,52.8,AC Milan,France,"23,36",LB,33,2818,3,42,"52,5",84%,1644,78%,512,"16,9%",83
Theo Hernández,2020/2021 - Milan,Italian Serie A,€,52.8,AC Milan,France,"23,36",LB,10,900,2,14,"44,8",83%,448,66%,130,"26,3%",19
Theo Hernández,2020/2021 - Milan,UEFA Europa League,€,52.8,AC Milan,France,"23,36",LB,4,360,2,4,"56,8",79%,227,57%,61,"42,9%",7
Bukayo Saka,2018/2019 - Arsenal,English Premier League,€,52.4,Arsenal FC,England,"19,45",LW,1,7,,,,,,,,,
Bukayo Saka,2018/2019 - Arsenal,UEFA Europa League,€,52.4,Arsenal FC,England,"19,45",LW,2,112,,2,"35,4",80%,44,67%,18,,1
Bukayo Saka,2019/2020 - Arsenal,English Premier League,€,52.4,Arsenal FC,England,"19,45",LW,26,1753,5,21,"34,7",81%,675,76%,232,"12,1%",58
Bukayo Saka,2019/2020 - Arsenal,UEFA Europa League,€,52.4,Arsenal FC,England,"19,45",LW,6,545,5,14,"30,4",80%,184,77%,90,"38,1%",21
Bukayo Saka,2020/2021 - Arsenal,English Premier League,€,52.4,Arsenal FC,England,"19,45",LW,9,723,0,9,"35,9",77%,288,70%,122,"21,4%",28
Bukayo Saka,2020/2021 - Arsenal,UEFA Europa League,€,52.4,Arsenal FC,England,"19,45",LW,2,111,1,1,"39,7",90%,49,88%,17,"0,0%",6
Hakim Ziyech,2016/2017 - Ajax,Dutch Eredivisie,€,52.1,Chelsea FC,Morocco,"27,91",RW,28,2402,11,105,"51,7",76%,1381,66%,680,"19,4%",103
Hakim Ziyech,2016/2017 - Ajax,UEFA Europa League,€,52.1,Chelsea FC,Morocco,"27,91",RW,13,999,4,40,"45,7",76%,507,68%,237,"30,2%",43
Hakim Ziyech,2016/2017 - FC Twente,Dutch Eredivisie,€,52.1,Chelsea FC,Morocco,"27,91",RW,4,359,1,11,"37,1",73%,148,60%,82,"7,4%",27
Hakim Ziyech,2017/2018 - Ajax,Dutch Eredivisie,€,52.1,Chelsea FC,Morocco,"27,91",RW,33,2953,14,137,"61,4",75%,2015,67%,1147,"25,7%",183
Hakim Ziyech,2018/2019 - Ajax,Dutch Eredivisie,€,52.1,Chelsea FC,Morocco,"27,91",RW,29,2412,13,106,"53,2",73%,1426,67%,888,"18,6%",113
Hakim Ziyech,2018/2019 - Ajax,UEFA Champions League,€,52.1,Chelsea FC,Morocco,"27,91",RW,11,985,3,24,"43,5",76%,476,66%,244,"6,5%",31
Hakim Ziyech,2019/2020 - Ajax,Dutch Eredivisie,€,52.1,Chelsea FC,Morocco,"27,91",RW,21,1617,12,78,"61,9",77%,1112,70%,667,"20,8%",96
Hakim Ziyech,2019/2020 - Ajax,UEFA Champions League,€,52.1,Chelsea FC,Morocco,"27,91",RW,6,499,4,15,"51,9",76%,288,66%,154,"22,7%",22
Hakim Ziyech,2019/2020 - Ajax,UEFA Europa League,€,52.1,Chelsea FC,Morocco,"27,91",RW,1,90,0,0,"30,0",67%,30,53%,15,"12,5%",8
Hakim Ziyech,2020/2021 - Chelsea,English Premier League,€,52.1,Chelsea FC,Morocco,"27,91",RW,7,390,3,12,"54,2",79%,235,70%,126,"22,2%",18
Hakim Ziyech,2020/2021 - Chelsea,UEFA Champions League,€,52.1,Chelsea FC,Morocco,"27,91",RW,5,221,0,4,"47,6",78%,117,74%,53,"0,0%",4
Ben Chilwell,2016/2017 - Leicester City,English Premier League,€,52,Chelsea FC,England,"24,15",LB,12,696,,2,"38,9",69%,301,56%,90,"5,6%",18
Ben Chilwell,2016/2017 - Leicester City,UEFA Champions League,€,52,Chelsea FC,England,"24,15",LB,2,135,,1,"28,7",79%,43,79%,14,,7
Ben Chilwell,2017/2018 - Leicester City,English Premier League,€,52,Chelsea FC,England,"24,15",LB,24,1852,2,21,"43,8",74%,901,64%,314,"20,5%",83
Ben Chilwell,2018/2019 - Leicester City,English Premier League,€,52,Chelsea FC,England,"24,15",LB,36,3240,4,45,"46,8",72%,1684,60%,631,"16,3%",129
Ben Chilwell,2019/2020 - Leicester City,English Premier League,€,52,Chelsea FC,England,"24,15",LB,27,2375,3,34,"62,7",78%,1654,69%,513,"18,2%",99
Ben Chilwell,2020/2021 - Chelsea,English Premier League,€,52,Chelsea FC,England,"24,15",LB,8,712,2,13,"72,1",82%,570,74%,170,"35,0%",20
Ben Chilwell,2020/2021 - Chelsea,UEFA Champions League,€,52,Chelsea FC,England,"24,15",LB,4,324,0,4,"61,9",75%,223,69%,59,"6,7%",15
Lucas Ocampos,2016/2017 - Genoa,Italian Serie A,€,52,Sevilla FC,Argentina,"26,60",RW,14,849,,7,"26,9",72%,254,63%,109,"20,0%",25
Lucas Ocampos,2016/2017 - Milan,Italian Serie A,€,52,Sevilla FC,Argentina,"26,60",RW,12,533,1,6,"30,1",83%,178,79%,84,"8,3%",24
Lucas Ocampos,2017/2018 - Marseille,French Ligue 1,€,52,Sevilla FC,Argentina,"26,60",RW,31,2037,3,22,"26,3",78%,596,73%,242,"23,1%",26
Lucas Ocampos,2017/2018 - Marseille,UEFA Europa League,€,52,Sevilla FC,Argentina,"26,60",RW,13,964,1,9,"28,1",69%,301,75%,114,"27,3%",11
